Cloudlet, Status,DC,Host,Host PEs ,VM,   VM PEs,CloudletLen,FinishedLen,CloudletPEs,StartTime,FinishTime,ExecTime
ID,,ID,ID,CPU cores,ID,CPU cores,MI,MI,CPU cores,Seconds,Seconds,Seconds
96,SUCCESS,1,18,32,18,4,400000,400000,1,0,1,400,2,400,1
97,SUCCESS,1,18,32,18,4,400000,400000,1,0,1,400,2,400,1
98,SUCCESS,1,18,32,18,4,400000,400000,1,0,1,400,2,400,1
99,SUCCESS,1,18,32,18,4,400000,400000,1,0,1,400,2,400,1
76,SUCCESS,1,14,32,14,4,400000,400000,1,0,1,500,1,500,0
77,SUCCESS,1,14,32,14,4,400000,400000,1,0,1,500,1,500,0
78,SUCCESS,1,14,32,14,4,400000,400000,1,0,1,500,1,500,0
79,SUCCESS,1,14,32,14,4,400000,400000,1,0,1,500,1,500,0
80,SUCCESS,1,14,32,14,4,400000,400000,1,0,1,500,1,500,0
70,SUCCESS,1,13,32,13,4,400000,400000,1,0,1,600,8,600,7
71,SUCCESS,1,13,32,13,4,400000,400000,1,0,1,600,8,600,7
72,SUCCESS,1,13,32,13,4,400000,400000,1,0,1,600,8,600,7
73,SUCCESS,1,13,32,13,4,400000,400000,1,0,1,600,8,600,7
74,SUCCESS,1,13,32,13,4,400000,400000,1,0,1,600,8,600,7
75,SUCCESS,1,13,32,13,4,400000,400000,1,0,1,600,8,600,7
89,SUCCESS,1,17,32,17,4,400000,400000,1,0,1,700,7,700,6
90,SUCCESS,1,17,32,17,4,400000,400000,1,0,1,700,7,700,6
91,SUCCESS,1,17,32,17,4,400000,400000,1,0,1,700,7,700,6
92,SUCCESS,1,17,32,17,4,400000,400000,1,0,1,700,7,700,6
93,SUCCESS,1,17,32,17,4,400000,400000,1,0,1,700,7,700,6
94,SUCCESS,1,17,32,17,4,400000,400000,1,0,1,700,7,700,6
95,SUCCESS,1,17,32,17,4,400000,400000,1,0,1,700,7,700,6
12,SUCCESS,1,4,32,4,4,400000,400000,1,0,1,800,1,800,0
13,SUCCESS,1,4,32,4,4,400000,400000,1,0,1,800,1,800,0
14,SUCCESS,1,4,32,4,4,400000,400000,1,0,1,800,1,800,0
15,SUCCESS,1,4,32,4,4,400000,400000,1,0,1,800,1,800,0
62,SUCCESS,1,12,32,12,4,400000,400000,1,0,1,800,1,800,0
63,SUCCESS,1,12,32,12,4,400000,400000,1,0,1,800,1,800,0
64,SUCCESS,1,12,32,12,4,400000,400000,1,0,1,800,1,800,0
65,SUCCESS,1,12,32,12,4,400000,400000,1,0,1,800,1,800,0
66,SUCCESS,1,12,32,12,4,400000,400000,1,0,1,800,1,800,0
67,SUCCESS,1,12,32,12,4,400000,400000,1,0,1,800,1,800,0
68,SUCCESS,1,12,32,12,4,400000,400000,1,0,1,800,1,800,0
69,SUCCESS,1,12,32,12,4,400000,400000,1,0,1,800,1,800,0
81,SUCCESS,1,16,32,16,4,400000,400000,1,0,1,800,1,800,0
82,SUCCESS,1,16,32,16,4,400000,400000,1,0,1,800,1,800,0
